,review,sentiments,word_count,clean_review,polarity
1646," With great sound effects, and impressive special effects, I can't recommend this movie enough.  	1
Call me a nut, but I think this is one of the best movies ever.  	1
Great character actors Telly Savalas and Peter Boyle.  	1
1 hour 54 minutes of sheer tedium, melodrama and horrible acting, a mess of a script, and a sinking feeling of GOOD LORD, WHAT WERE THEY THINKING?  	0
Lots of holes in the script.  	0
It's like a bad two hour TV movie.  	0
Now imagine that every single one of those decisions was made wrong.  	0
The dialogue is atrocious.  	0
The acting is beyond abysmal.  	0
Everything stinks.  	0
Trouble is, the writing and directing make it impossible to establish those things that make a movie watchable, like character, story, theme and so on.  	0
Worse, there's an incredibly weak sub-plot thrown in that follows a little band of latter-day Mansonites as they go after a reporter who's working on a story on the anniversary of the killings.  	0
It's dumb and pointless, and a complete waste of time.  	0
In short, don't bother with this movie.  	0
I won't spoil it, but the ending in pretty amazing.  	1
The best scene in the movie is at the end, but I won't spoil it.  	1
If there was ever an indication of a writer and a director's ability to meld two highly volatile temperaments into a seamless union of creativity, then this is it!  	1
The result is a powerhouse achievement, made more timely now perhaps because of our culture's disturbing fascination with celebrity, and it's distorted interpretations of fame.  	1
A film not easily forgotten.  	1
But, Kevin Spacey is an excellent, verbal tsunami as Buddy Ackerman  and totally believable because he is a great actor.  	1
The scripting of the subtle comedy is unmatched by any movie in recent years.  	1
The characters are interesting, even if a bit predictable.  	1
Highly recommended for all ages, although the younger set will probably not appreciate some of the more subtle references, they will certainly appreciate one galley scene in particular!  	1
Great movie!  	1
Also the story and acting were weak.  	0
At around 4 pm I bought it, at around 8pm I started to watch, at around 8.15pm I fast forwarded the remaining film to see if there was anything left watchable for a human being with a brain... but there wasn't.  	0
Either way, it sucks.  	0
The script is horrendously stupid.  	0
The story starts too fast with absolutely no suspense or build-up in the slightest.  	0
Everything Captain Howdy says is either laughable or just plain stupid.  	0
What the hell kind of crap is that?!  	0
Then, there's the plot holes.  	0
You could drive a semi truck into these holes!  	0
Linda Cardellini is the only thing good in this film.  	1
She's poised and amazing.  	1
Dee Snider just plain sucks.  	0
He can't act (one of the least scary villains I have ever seen), he can't write (did he write this damn movie in his sleep?  	0
I was bored throughout the whole damn thing.  	0
The acting sucks, the music sucks, the script sucks, the pacing sucks, the special FX suck, the directing sucks... basically, this movie sucks.  	0
This film tries to be a serious and sophisticated thriller/horror flick and it fails miserably.  	0
This is probably one of the least effective and utterly unoriginal films I have ever seen in my entire life.  	0
A piece of cinematic garbage captured on celluloid.  	0
Avoid at any and all costs.  	0
At any rate this film stinks, its not funny, and Fulci should have stayed with giallo and supernatural zombie movies.  	0
Avoid this film at all costs.  	0
I don't know what happened in Season Five, what a mess.  	0
The only consistent thread holding the series together were the amazing performances of Leni Parker and Anita LaSelva as the two Taelons in quiet idealogical conflict.  	0
Now this is a movie I really dislike.  	0
It's one of the most boring Horror movies from the 90's mainly because it starts slow and centers in a boring atmosphere.  	0
The puppets look really cheesy , not in a good way like in the Puppet Master 80's flicks.  	0
The story is lame, not interesting and NEVER really explains the sinister origins of the puppets.  	0
There aren't death scenes like in previous movies and the f/x are terrible.  	0
I felt asleep the first time I watched it, so I can recommend it for insomniacs.  	0
The fact is, this film is a wonderful, heartwarming tale about two people chasing their dreams.  	1
The best part about Nurse Betty"" is it's unpredictability.  ",1,797,great sound effect impress special effect recommend movi enough call nut think one best movi ever great charact actor peter hour minut horribl act mess script feel good lord think lot hole script like bad two hour tv movi imagin everi singl one made wrong dialogu atroci act beyond abysm everyth stink troubl write direct make imposs thing make movi watchabl like charact stori theme wors incred weak sub plot thrown littl day go work stori dumb pointless complet wast time short bother movi spoil end pretti amaz best scene movi end spoil ever writer director abil two highli result achiev made time perhap cultur disturb distort film easili excel total believ great actor subtl comedi movi recent year charact interest even bit predict highli recommend although set probabl appreci subtl refer certainli appreci one scene particular great movi also stori act weak around pm bought around pm start watch around pm fast remain film see anyth left watchabl human brain either way suck script stupid stori start fast absolut suspens build slightest everyth say either laughabl plain stupid hell kind crap plot hole could drive hole thing good film amaz plain suck act one least scari ever seen write write damn movi sleep bore throughout whole damn thing act suck music suck script suck pace suck special fx suck direct suck basic movi suck film tri seriou thriller horror flick fail probabl one least effect utterli film ever seen entir life piec garbag avoid cost rate film stink funni fulci stay giallo zombi movi avoid film cost know happen season five mess consist hold seri togeth amaz perform two quiet conflict movi realli dislik one bore horror movi mainli start slow bore atmospher puppet look realli cheesi good way like master stori lame interest never realli puppet death scene like previou movi terribl felt asleep first time watch recommend fact film wonder tale two peopl dream best part betti,0.07611448834853096
1647,"Director Neil LaBute uses brutal violence to seperate dreams from reality, and along with the touching drama, and hilarious comedy, you can never tell what is going to happen next.  ",1,30,director neil use dream realiti along touch drama hilari comedi never tell go happen next,0.0
1648,"Otherwise, don't even waste your time on this.  ",0,8,otherwis even wast time,0.0
1649,This one just fails to create any real suspense.  ,0,9,one fail creat real suspens,-0.15
1650,"As for the killer, don't expect anything original or even remotely frightening.  ",0,12,killer expect anyth origin even remot frighten,0.0
1651,"There is, however, some pretty good acting (at least, for this type of film).  ",1,14,howev pretti good act least type film,0.19999999999999998
1652,I'm so sorry but I really can't recommend it to anyone.  ,0,11,sorri realli recommend anyon,0.0
1653,"One of the most boring,pointless movies I have ever seen.  ",0,10,one bore pointless movi ever seen,-0.25
1654,The secondary plot line is incomprehensible and its relation to the primary plot line is mystifying.  ,0,16,plot line plot line,0.0
1655,Hated it.  ,0,2,hate,-0.8
1656,This is one of the worst Sandra Bullock movie since Speed 2 But not quite that bad.  ,0,17,one worst sandra bullock movi sinc speed quit bad,-0.8499999999999999
1657,"I don't understand how this garbage got on the shelves of the movie store, it's not even a real movie!  ",0,20,understand garbag got movi store even real movi,0.2
1658,I highly doubt that anyone could ever like this trash.  ,0,10,highli doubt anyon could ever like trash,0.0
1659,This is not movie-making.  ,0,4,movi make,0.0
1660,"The acting is like watching wooden puppets moving around and reading from a book, that's how bad it is.  ",0,19,act like watch wooden puppet move around read book bad,-0.3499999999999999
1661,"So I am here to warn you--DO NOT RENT THIS MOVIE, it is the dumbest thing you have never seen!  ",0,20,rent movi thing never seen,0.0
1662,I saw this short film on HBO the other day and absolutely loved it.  ,1,14,saw short film day absolut love,0.25
1663,I didn't realize how wonderful the short really is until the last two scenes.  ,1,14,realiz wonder short realli last two scene,0.0
1664,Excellent short film.  ,1,3,excel short film,0.0
1665,"Hopefully, the director James Cox can turn the short into a feature length film with the same cast, or win us over with a whole new film.  ",1,27,hope director jame turn short featur length film cast u whole new film,0.11212121212121212
1666,"I agree with Jessica, this movie is pretty bad.  ",0,9,movi pretti bad,-0.6999999999999998
1667,"Characters are one-dimensional, even the good guys and especially the bad guys.  ",0,12,charact one even good guy especi bad guy,5.551115123125783e-17
1668,The story line is totally predictable.  ,0,6,stori line total predict,0.0
1669,"Not much dialogue, not much music, the whole film was shot as elaborately and aesthetically like a sculpture.  ",1,18,much dialogu much music whole film shot like,0.20000000000000004
1670,I've seen soap operas more intelligent than this movie.  ,0,9,seen intellig movi,0.0
1671,"Bad characters, bad story and bad acting.  ",0,7,bad charact bad stori bad act,-0.6999999999999998
1672,Really awful.  ,0,2,realli aw,0.0
1673,Not easy to watch.  ,0,4,easi watch,0.0
1674,"Funny, clever, hip - just like Pray's previous film, Hype!  ",1,10,funni clever hip like previou film hype,0.16666666666666666
1675,It was a long time that i didn't see a so charismatic actor on screen.  ,1,15,long time see actor screen,-0.05
1676,Paolo Sorrentino has written a wonderful story about loneliness and Tony has built one of the most unforgettable characters seen in movies in recent years.  ,1,25,written wonder stori loneli built one charact seen movi recent year,0.0
1677,The movie is not completely perfect but 'Titta Di Girolamo' will stay with you for a long time after the vision of the movie.  ,1,24,movi complet perfect stay long time movi,0.475
1678,I rate this movie 9/10.  ,1,5,rate movi,0.0
1679,"I do not know if this was Emilio Estevez's directorial debut, but the pacing, the interplay and development of the characters as well as some clever camera work surrounding the character Estevez plays all suggest a natural eye.  ",1,38,know emilio estevez directori pace interplay develop charact well clever camera work surround charact estevez play suggest natur eye,0.16666666666666666
1680,The interplay between Martin and Emilio contains the same wonderful chemistry we saw in Wall Street with Martin and Charlie.  ,1,20,interplay martin emilio contain wonder chemistri saw wall street martin,0.0
1681,"Kathy Bates is wonderful in her characters subtle desperation and escapism; a variation on her character in ""At Play In The Fields Of The Lord"".  ",1,25,wonder charact subtl charact play lord,0.0
1682,For readers who have already seen one of Miyazaki's films: he is still in top form and made another worthwhile experience.  ,1,21,reader alreadi seen one miyazaki film still top form made anoth worthwhil experi,0.5
1683,"It never condescends, all the characters have good genuine hearts and believable problems.  ",1,13,never charact good genuin heart believ problem,0.7
1684,The two main characters may be two of the most believable children I ever saw put on screen.  ,1,18,two main charact may two believ child ever saw put screen,0.16666666666666666
1685,"They are so easy to love, but even more easy to identify with.  ",1,13,easi love even easi identifi,0.5
1686,This movie is great--especially if you enjoy visual arts.  ,1,9,movi great especi enjoy visual,0.4000000000000001
1687,The scenery that the two daughters paint and photograph are beautiful.  ,1,11,sceneri two beauti,0.0
1688,The story is also both funny and poignant at times.  ,1,10,stori also funni time,0.0
1689,"People who like European films and ""art movies"" will like this movie.  ",1,12,peopl like european film art movi like movi,0.0
1690,This is truly an art movie--it actually has a lot of art in it.  ,1,14,truli art movi actual lot art,0.0
1691,Go rent it.  ,1,3,go rent,0.0
1692,"However, after finally watching this film, I realized that not only had I had a closed mind to the brilliance it depicts, I also found myself watching it over and over again.  ",1,32,howev final watch film realiz close mind brillianc depict also found watch,0.0
